;total_ips_origem;total_ips_destino;total_pacotes;5_kurt_total_ips_origem;5_skw_total_ips_destino;5_coefficient_variation_total_pacotes;has_bot
166;180;183;1948;;;;0
167;146;150;1893;;;;0
168;172;170;2511;;;;0
169;183;190;3695;;;;0
170;146;157;2178;;;;0
171;164;164;2245;;;;0
172;172;172;2416;;;;0
173;180;196;1511;;;;0
174;176;190;2162;;;;0
175;186;195;2067;;;;0
176;148;154;2377;;;;0
177;157;156;1402;;;;0
178;137;138;1654;;;;0
179;147;152;1443;;;;0
180;145;150;1399;;;;0
181;157;166;1609;;;;0
182;160;167;2112;;;;0
183;177;188;2003;;;;0
184;185;190;2634;;;;0
185;162;173;2509;;;;0
186;166;176;3815;;;;0
187;178;189;3896;;;;0
188;161;171;1962;;;;0
189;139;144;1245;;;;0
190;143;161;1246;;;;0
191;156;168;1426;;;;0
192;158;168;1564;;;;0
193;153;163;1726;;;;0
194;153;158;1390;;;;0
195;165;170;1465;;;;0
196;142;154;1246;;;;0
197;145;151;1310;;;;0
198;125;136;1266;;;;0
199;144;152;1395;;;;0
200;130;137;1311;;;;0
201;146;147;1278;;;;0
202;138;144;2358;;;;0
203;147;155;4490;;;;0
204;154;165;4624;;;;0
205;128;135;4207;;;;0
206;148;158;3949;;;;0
207;128;133;3515;;;;0
208;143;151;1640;;;;0
209;170;172;1501;;;;0
210;167;173;1415;;;;0
211;156;158;1197;;;;0
212;152;158;1474;;;;0
213;176;183;2513;;;;0
214;160;155;1774;;;;0
215;182;210;1879;;;;0
216;164;165;2179;;;;0
217;149;159;1608;;;;0
218;126;135;2904;;;;0
219;131;139;1821;;;;0
220;162;162;1947;;;;0
221;137;154;2304;;;;0
222;125;130;1255;;;;0
223;133;151;1982;;;;0
224;120;122;1136;;;;0
225;150;153;2263;;;;0
226;165;171;2152;;;;0
227;140;147;1899;;;;0
228;142;151;1581;;;;0
229;165;168;1825;;;;0
230;138;135;1293;;;;0
231;140;146;1288;;;;0
232;139;149;1509;;;;0
233;154;157;1313;;;;0
234;133;137;1132;;;;0
235;126;140;1155;;;;0
236;151;156;1366;;;;0
237;141;147;1401;;;;0
238;129;147;1219;;;;0
239;158;154;1465;;;;0
240;142;147;1352;;;;0
241;173;182;1635;;;;0
242;130;134;1424;;;;0
243;151;153;3098;;;;0
244;155;164;1944;;;;0
245;179;192;1598;;;;0
246;159;162;1442;;;;0
247;159;166;2373;;;;0
248;150;153;1887;;;;0
249;133;138;3224;;;;0
250;149;149;2657;;;;0
251;142;149;1383;;;;0
252;147;148;1469;;;;0
253;147;149;1780;;;;0
254;140;141;1285;;;;0
255;144;150;1369;;;;0
256;173;176;3040;;;;0
257;143;144;1537;;;;0
258;130;134;2030;;;;0
259;154;157;1806;;;;0
260;158;169;1578;;;;0
261;154;156;1685;;;;0
262;174;174;2099;;;;0
263;174;173;2576;;;;0
264;144;163;1852;;;;0
265;197;180;1918;;;;0
266;165;163;1785;;;;0
267;147;156;1194;;;;0
268;142;141;8612;;;;0
269;163;160;1536;;;;0
270;133;132;1838;;;;0
271;141;147;1214;;;;0
272;147;151;1763;;;;0
273;154;163;1681;;;;0
274;164;164;2403;;;;0
275;143;147;1413;;;;0
276;155;159;2606;;;;0
277;163;168;3171;;;;0
278;170;171;2016;;;;0
279;151;157;1551;;;;0
280;158;167;1588;;;;0
281;143;149;1426;;;;0
282;140;146;1394;;;;0
283;168;179;1855;;;;0
284;132;137;1165;;;;0
285;154;163;1193;;;;0
286;145;156;1210;;;;0
287;133;131;1188;;;;0
288;136;141;1673;;;;0
289;160;156;1247;;;;0
290;148;152;1440;;;;0
291;164;172;1277;;;;0
292;144;148;1461;;;;0
293;152;157;1632;;;;0
294;135;139;1387;;;;0
295;144;155;1224;;;;0
296;137;142;1923;;;;0
297;164;168;1646;;;;0
298;123;125;1530;;;;0
299;132;137;1299;;;;0
300;147;155;2597;;;;0
301;145;146;1714;;;;0
302;153;170;2641;;;;0
303;156;164;3542;;;;0
304;126;136;2683;;;;0
305;145;149;1828;;;;0
306;157;163;2964;;;;0
307;125;127;1637;;;;0
308;138;147;1929;;;;0
309;159;169;1611;;;;0
310;174;186;1603;;;;0
311;174;186;3380;;;;0
312;171;178;1866;;;;0
313;161;163;3298;;;;0
314;157;179;3016;;;;0
315;191;183;1981;;;;0
316;168;182;2618;;;;0
317;134;136;1675;;;;0
318;139;155;1309;;;;0
319;153;155;1619;;;;0
320;162;179;1453;;;;0
321;153;164;1311;;;;0
322;160;169;1204;;;;0
323;150;154;1160;;;;0
324;132;138;1055;;;;0
325;117;145;1273;;;;0
326;151;160;1405;;;;0
327;166;181;1510;;;;0
328;161;160;1864;;;;0
329;155;167;1472;;;;0
330;198;236;2549;;;;0
331;166;170;2105;;;;0
332;158;177;1693;;;;0
333;142;157;1878;;;;0
334;148;157;1544;;;;0
335;146;147;1132;;;;0
336;157;175;1288;;;;0
337;163;165;1374;;;;0
338;157;160;2213;;;;0
339;152;157;2940;;;;0
340;160;174;2062;;;;0
341;147;143;1453;;;;0
342;154;158;1352;;;;0
343;140;146;1042;;;;0
344;153;168;1101;;;;0
345;153;147;1049;;;;0
346;162;185;1239;;;;0
347;167;165;1370;;;;0
348;139;147;1093;;;;0
349;144;145;1073;;;;0
350;134;156;1313;;;;0
351;131;132;1110;;;;0
352;150;154;1089;;;;0
353;162;167;1411;;;;0
354;123;139;1118;;;;0
355;112;115;972;;;;0
356;137;149;1139;;;;0
357;144;150;1214;;;;0
358;133;141;1072;;;;0
359;149;154;1582;;;;0
360;156;160;2054;;;;0
361;182;182;3290;;;;0
362;176;189;3583;;;;0
363;172;175;3665;;;;0
364;153;155;1999;;;;0
365;145;149;1121;;;;0
366;158;169;1573;;;;0
367;143;154;1708;;;;0
368;113;118;1071;;;;0
369;131;143;1707;;;;0
370;140;147;1564;;;;0
371;130;131;1336;;;;0
372;133;140;1409;;;;0
373;149;148;1432;;;;0
374;144;147;1247;;;;0
375;131;143;1246;;;;0
376;141;150;1098;;;;0
377;132;141;1140;;;;0
378;126;131;1152;;;;0
379;151;161;2057;;;;0
380;166;178;2058;;;;0
381;177;181;2238;;;;0
382;182;201;1867;;;;0
383;138;136;1437;;;;0
384;139;138;1291;;;;0
385;122;128;1317;;;;0
386;146;158;1436;;;;0
387;164;169;1416;;;;0
388;147;152;1409;;;;0
389;167;174;1363;;;;0
390;141;150;1475;;;;0
391;133;148;1111;;;;0
392;148;153;1252;;;;0
393;151;154;1139;;;;0
394;151;158;1795;;;;0
395;137;144;1269;;;;0
396;166;176;1386;;;;0
397;190;192;1303;;;;0
398;149;161;1294;;;;0
399;145;150;1246;;;;0
400;153;167;1173;;;;0
401;138;146;1404;;;;0
402;155;164;1127;;;;0
403;161;166;1138;;;;0
404;138;146;1837;;;;0
405;175;174;2301;;;;0
406;154;157;3839;;;;0
407;159;166;1530;;;;0
408;151;157;1183;;;;0
409;177;179;1385;;;;0
410;136;135;1178;;;;0
411;152;151;1238;;;;0
412;133;129;1320;;;;0
413;125;132;4192;;;;0
414;122;123;1865;;;;0
415;115;119;1494;;;;0
416;140;139;1868;;;;0
417;146;147;1593;;;;0
418;135;141;2820;;;;0
419;160;168;4628;;;;0
420;149;149;4348;;;;0
421;171;182;3403;;;;0
422;156;161;2233;;;;0
423;159;165;2021;;;;0
424;150;162;1679;;;;0
425;147;153;1559;;;;0
426;144;149;1415;;;;0
427;166;171;1686;;;;0
428;168;171;2283;;;;0
429;166;175;3568;;;;0
430;152;167;1660;;;;0
431;135;131;1650;;;;0
432;148;156;1678;;;;0
433;151;151;1980;;;;0
434;177;199;3483;;;;0
435;174;164;3236;;;;0
436;174;181;1929;;;;0
437;134;135;1562;;;;0
438;122;130;2622;;;;0
439;143;143;1111;0.0768592876445586;0.3131769150168408;0.4323224819540144;0
440;144;155;1028;0.035762472727704;0.3383681116580497;0.4328149368264306;0
441;168;171;1877;0.0256226021472295;0.3397521881439073;0.4327806743202899;0
442;161;161;1343;0.0450412083849216;0.3449273017737071;0.4332657244433126;0
443;175;185;1434;0.0268498391088657;0.3423578214716751;0.4336342375341002;0
444;159;164;1424;0.0459830274447461;0.3454100908710314;0.4341712064264955;0
445;139;148;1222;0.0397557990845262;0.3535354613455684;0.4350589926660371;0
446;162;166;1335;0.0443546919199694;0.3556163548228357;0.4357313680430634;0
447;177;183;6142;0.0260604531387777;0.3555696423408123;0.4443121032659889;0
448;183;185;14939;0.0261217307468869;0.3533204869744785;0.5298556208029235;0
449;166;171;1389;0.0197196859511308;0.3511415166277105;0.5302676964492417;0
450;152;149;1595;0.0273682769147341;0.3602900996713231;0.5305599645248683;0
451;145;159;1771;0.0460568756969537;0.3579860273570071;0.5308622702822346;0
452;157;169;1234;0.0548472396475753;0.3576270174661696;0.5316756538631442;0
453;141;141;1056;0.0597961528316458;0.3652540259313561;0.5327858141116943;0
454;144;146;1293;0.0568645591496101;0.3719805627960721;0.5334482392103732;0
455;161;158;987;0.0521313955867932;0.3744398072984478;0.5344180118698646;0
456;130;133;1178;0.0398031280444918;0.3738618885891597;0.5352927424230911;0
457;146;142;1178;0.0398913285904915;0.380455978771162;0.5362445740614334;0
458;152;153;1158;0.0400076494119385;0.3846733395684633;0.5372154743998534;0
459;124;127;944;0.0264582820555933;0.3775471984619191;0.538592672964249;0
460;140;159;1633;0.0202542362765549;0.381157587390816;0.5390806927768281;0
461;146;140;1310;0.0300086430332947;0.3806288317155835;0.5398610525441393;0
462;138;146;1092;0.0229840237753003;0.3830099122180032;0.5410580236887403;0
463;148;159;1085;0.0231256493652237;0.3850605945399569;0.5420919731630739;0
464;137;137;1402;0.0155261279262084;0.3856260994832512;0.542840368686909;0
465;155;170;1138;0.0182534547640557;0.3801804140102724;0.543658884693301;0
466;161;158;1262;0.0246266515771257;0.3771291793207867;0.5445840960594428;0
467;138;145;978;0.0175933979984068;0.3843212568490929;0.5457944789479866;0
468;145;154;1119;0.0161067232551409;0.3861687947958849;0.5467516053063577;0
469;146;148;1048;0.0149108064857156;0.3898992968535838;0.5477997459167776;0
470;159;175;1149;0.0311591438467909;0.3901767675492045;0.5487203274855161;0
471;146;150;1024;0.0358201302123087;0.3912864647902589;0.5498559553716987;0
472;130;148;1312;0.024286621602661;0.3938363177599567;0.5507320910716197;0
473;161;155;1217;0.0263921712519278;0.3978070494655488;0.5493591347150206;0
474;151;162;1277;0.0347399666140494;0.4005495690597717;0.5472529496518582;0
475;139;149;1221;0.0283487175654102;0.4057732347737605;0.5467409182432346;0
476;129;141;1002;0.0310491808928252;0.4126341663901002;0.5477651091918807;0
477;129;136;1567;0.0289543438484893;0.4195321113130887;0.5482997540096388;0
478;135;137;1824;0.0434253695493693;0.4277519762067643;0.5485347956113156;0
479;143;146;1556;0.0405493416788202;0.4330246962258973;0.5490415522786299;0
480;139;141;1040;0.0503184300359388;0.4346618080737562;0.5502602051402974;0
481;154;162;1793;0.0603922935094491;0.4312273732362495;0.5504694624452041;0
482;141;150;1552;0.0564036238238974;0.4310545652347438;0.5509406038813444;0
483;145;150;1195;0.0548207864587066;0.4344633327827237;0.5513529939684583;0
484;131;148;1175;0.0405457524314093;0.4366736019760484;0.5520913303837242;0
485;157;155;1570;0.0450627977651438;0.4436773371660835;0.552473850003138;0
486;162;163;1505;0.0439923308891077;0.4445027675011869;0.5530715339939924;0
487;148;149;1163;0.0631452823280961;0.4537164131452738;0.5540528697960267;0
488;142;154;1171;0.059526692183171;0.4580966486449399;0.5550691296623214;0
489;136;138;948;0.0518006019842616;0.4595046104465027;0.5562671998649555;0
490;151;153;1152;0.0677219847951147;0.4650049925077421;0.5571539404430353;0
491;161;167;1286;0.0830343796045369;0.4670841733966117;0.5579993792153775;0
492;151;157;906;0.0965994397262032;0.4736163286591965;0.5594205377421091;0
493;169;178;1202;0.0852629093217999;0.471540645571567;0.5603706077331779;0
494;139;153;1685;0.1057539876106886;0.4711698894546722;0.5607736259035195;0
495;113;125;3118;0.1177049968745192;0.4655435426032793;0.5606867949160329;0
496;156;162;3288;0.1388781914486186;0.4675689902273128;0.560854166778463;0
497;144;151;1188;0.1368814264817329;0.4700004509570073;0.5614531330151843;0
498;139;145;2071;0.1333208003949035;0.4793044323334869;0.5609428443311436;0
499;147;155;2287;0.1590524335702385;0.4868842520216572;0.5609743278677262;0
500;130;137;1852;0.155601372866389;0.494031190947684;0.561022559697517;0
501;142;151;1966;0.1536177280613464;0.4949588251861661;0.5607208696177602;0
502;160;160;3166;0.1508337376004737;0.5000706957223996;0.5606539721891907;0
503;172;171;2902;0.1309999101114004;0.4953238946526501;0.558263877605593;0
504;133;145;2780;0.1358918905134406;0.5284793390201761;0.5570413867436479;0
505;135;145;2842;0.1264339671655364;0.533099089702838;0.5570443010113604;0
506;134;138;2708;0.1426501542790931;0.5416941006941604;0.5563147749818216;0
507;133;139;3280;0.1418110794658686;0.5501439235944736;0.5558375690741622;0
508;141;149;2461;0.1390772853188995;0.550360111373466;0.5550858583810986;0
509;175;176;6800;0.1312176330450246;0.5482925116136531;0.5640496573605939;0
510;146;155;23649;0.1393496166617317;0.5461722451703253;0.7529946442716047;0
511;155;155;11406;0.1425481174417839;0.5526685428965303;0.7771197068256679;0
512;181;188;3264;0.1172695210595914;0.5505782114398609;0.7763929683303086;0
513;198;202;2928;0.1568277013377475;0.5586543287720701;0.7755557639370947;0
514;188;195;4813;0.1529334413690655;0.5659323832866195;0.7750826317444809;0
515;187;197;2625;0.1318882051322088;0.5671017741049702;0.7748805671423556;0
516;154;157;2074;0.1328211955849483;0.5647204578937581;0.7742925314281919;0
517;167;179;1979;0.1345679007655178;0.5615075650048915;0.7742547940468829;0
518;136;143;2421;0.1290446637178788;0.5614319022218983;0.7742768463550469;0
519;135;139;2434;0.1227606720854949;0.5644221204026307;0.7738130466405887;0
520;150;153;2354;0.1369641630298157;0.5718552410631041;0.772979571800217;0
521;146;154;3149;0.1406513905801872;0.5745877767121562;0.7723888557494909;0
522;151;162;2310;0.1413841773972621;0.5705574482050951;0.7726554651671061;0
523;156;163;2243;0.1490529626825391;0.5666566854096592;0.7725171027035985;0
524;143;144;2493;0.1531450512541729;0.573158948218;0.7715714008984154;0
525;159;171;5979;0.1594494635052398;0.5708137050465951;0.7731140795088347;0
526;178;180;3367;0.1333645048760549;0.5616059213358479;0.7721437308269559;0
527;148;155;1754;0.1380997006109964;0.5603504732099078;0.7720201297143986;0
528;167;183;1861;0.1409852710602515;0.5641232904156723;0.7715545302046489;0
529;175;185;1577;0.1335843894799826;0.5685650739296452;0.7713905216524977;0
530;155;164;2283;0.146201796527527;0.5702534704807923;0.7710165276166498;0
531;170;185;1753;0.1544245686119502;0.5370134570752868;0.7710037010011898;0
532;229;240;1876;0.9446495686765902;0.7031699531976043;0.7709799937827981;0
533;156;169;1210;0.9617821387640224;0.6958367025201792;0.7719245334104343;0
534;160;171;1732;0.9578273543556924;0.6881530388635424;0.7720491353766693;0
535;157;175;1259;0.9590077959664284;0.6791226499436465;0.772416224790455;0
536;172;177;2097;0.9324933322116836;0.6700770779802199;0.772003235347183;0
537;154;184;3124;0.933428780950391;0.6620542471612822;0.771328248474838;0
538;158;160;3225;0.9296909965442132;0.6598933854525343;0.7711890605822381;0
539;152;157;1782;0.9295440804101576;0.6581597259443149;0.7718933205568435;0
540;149;159;860;0.9301684577330636;0.6554840238547082;0.7731497026433766;0
541;161;160;880;0.9249142805676512;0.6550793557544318;0.7747382306745061;0
542;143;162;1116;0.9344727776588454;0.6523078571665286;0.775945678865622;0
543;148;152;1577;0.9367246336557284;0.6516588489480244;0.7760066393653376;0
544;151;179;899;0.9603711732214024;0.6467616329749942;0.7773750287926895;0
545;167;160;840;0.9585488235218126;0.6514204402933421;0.7790079822999874;0
546;171;178;1456;0.9546361211766072;0.6493100288822656;0.7796430911915594;0
547;186;209;1443;0.9181553312787756;0.6627047083067221;0.780720576257981;0
548;145;155;1492;0.9207185263426808;0.6613311900965767;0.7813507082067829;0
549;153;157;897;0.9240121593516626;0.6592416912699715;0.7827810383532925;0
550;148;158;1131;0.9383662285353696;0.6650538215335452;0.7838156068372337;0
551;161;164;1528;0.932174923664836;0.6622108523656204;0.7840705751140598;0
552;183;196;1995;0.8951351584137893;0.6607624412055271;0.7841450055188112;0
553;195;199;1926;0.86817836935698;0.6587558812692077;0.7842109413005351;0
554;152;155;1789;0.8822743190849152;0.6655262304173275;0.7846057735088501;0
555;164;171;2143;0.8793408484281204;0.6638795257278948;0.784898573368095;0
556;173;184;3353;0.8943424858827306;0.6624254729287374;0.7847002289927243;0
557;183;190;2031;0.8567176285894771;0.6585577144206205;0.7848252753505727;0
558;181;187;2643;0.8329249645337197;0.6563319552536551;0.7845556520977579;0
559;156;163;1706;0.8320666205597032;0.652780566689234;0.7848831106345239;0
560;155;164;1437;0.8715593229643535;0.6571430533162567;0.7857543376033539;0
561;162;162;1661;0.8830967909459765;0.6623342874372175;0.7861680311130673;0
562;172;178;4086;0.9013751012939262;0.6592408421527327;0.7863704270507617;0
563;176;175;2363;0.8753789313171773;0.6566214508408384;0.7864677902632494;0
564;161;177;1710;0.8708050333812132;0.6468831365840235;0.7870791957117523;0
565;178;172;2916;0.8376060703374364;0.6398408278231594;0.7869078916836535;0
566;163;167;1688;0.8665401562531444;0.6436991679045382;0.7876921873891828;0
567;151;158;1388;0.8788841971814103;0.6470108760983972;0.7884995217398103;0
568;145;159;2455;0.8770943270979148;0.6482282218376902;0.7879378603247903;0
569;153;161;1965;0.8836045241268824;0.6446401689648815;0.7876772015275356;0
570;156;162;2284;0.9127505095655992;0.6511964577801642;0.7873787009829365;0
571;135;135;2149;0.8995110734755473;0.649404833573413;0.7875033300589316;0
572;149;161;3513;0.9120378433726472;0.6528158350464679;0.7874639958055226;0
573;177;187;4160;0.8990381932198009;0.6527580631398198;0.7876695901947174;0
574;184;190;3780;0.8564380889064824;0.6457561240026536;0.7868907109068607;0
575;162;166;4510;0.8496961991519152;0.6424578288338343;0.7865296250570809;0
576;151;158;5454;0.8906410897576557;0.6485618181694658;0.7873873478820089;0
577;159;168;5590;0.8896478494874277;0.6443939804804558;0.7884943182777882;0
578;147;151;4552;0.8889615366360238;0.6471814288542329;0.7882816308540852;0
579;148;150;3632;0.8929516064056391;0.6513860831091274;0.7882625119819671;0
580;154;162;3450;0.914046486604882;0.6539594962705298;0.7844570203416731;0
581;156;161;2659;0.9188638960431404;0.6503938250941402;0.7837888149524251;0
582;140;139;1731;0.9121688712995408;0.6499997949948573;0.7844144713717949;0
583;143;153;4006;0.9112724044192352;0.6589155736479787;0.7844646773117545;0
584;142;148;3764;0.754399632259498;0.6306482926222647;0.7844927524143933;0
585;158;150;3765;0.7509313237914879;0.6367042087876003;0.7834123450583561;0
586;163;172;4711;0.7806680658492567;0.636872460716551;0.7839565225273242;0
587;180;188;4829;0.7717725801616176;0.636765642656084;0.7842496723619049;0
588;166;180;4275;0.7595180482084757;0.6273383749414031;0.7839885917083288;0
589;168;175;3667;0.7463500745836246;0.6222225207618521;0.7833991980795267;0
590;164;175;3300;0.7421637679913317;0.6201004589647763;0.7828947653022207;0
591;176;176;4213;0.7116251076250405;0.6139014095738177;0.7824296637030415;0
592;150;149;2037;0.7171852723563745;0.6149494577320623;0.7822862842601674;0
593;148;150;1721;0.7183899839652444;0.6188250621055008;0.7827806650084471;0
594;138;152;1663;0.7201034870282541;0.6210802875938839;0.7836674872463267;0
595;146;157;1698;0.7532610064141179;0.6292099580329912;0.7844689566089994;0
596;147;149;2003;0.759301712803297;0.6349720077860652;0.784462572509917;0
597;144;154;2509;0.7612530182727824;0.6371171959165987;0.7841661798398514;0
598;142;148;3487;0.756931300888499;0.6375349224477536;0.7836192866825276;0
599;156;160;4347;0.7575897691128218;0.634475014806984;0.7836006241048709;0
600;160;160;3919;0.7520536649336869;0.6315951900691338;0.7836622269081623;0
601;161;167;2489;0.7684949661966785;0.6357450875998061;0.7833955919606942;0
602;158;168;4394;0.7811794670548048;0.6365604379669519;0.78296273316477;0
603;163;156;4608;0.7913463939006571;0.644341328587333;0.7827498057215608;0
604;159;163;4129;0.8239153164311699;0.65025890364652;0.7828991888541529;0
605;147;148;4291;0.8332733965323904;0.6582515146202683;0.7807801171482525;0
606;144;151;4397;0.8701602312369643;0.6684222858292674;0.7804301393672985;0
607;150;153;6027;0.8713950085344332;0.6677786728274093;0.7819269377843359;0
608;151;158;5669;0.898449307119593;0.6728923930825592;0.7832874143404823;0
609;139;147;4610;0.934099907831541;0.6820632312528048;0.7837100129889245;0
610;159;163;2677;0.9299699714629984;0.6795755173100945;0.7833878660737277;0
611;141;151;3968;0.9372336644287448;0.6842662055771389;0.7830223911862779;0
612;139;144;3032;0.9578320166431789;0.6926889435247812;0.782740417049242;0
613;138;141;1966;0.991301875390768;0.6970742770686597;0.7822461900279404;0
614;173;179;4173;0.9969658778327688;0.695668668854075;0.7818908051730002;0
615;139;146;3652;1.0352458478142113;0.7014175510509315;0.7812969704028312;0
616;145;153;3797;1.033840647994415;0.7017094241811316;0.7809671364857698;0
617;155;154;4102;1.0356219234937891;0.702376670496515;0.7797634199843734;0
618;136;143;3976;1.0341909456253149;0.7040874680135534;0.7788160237272324;0
619;140;150;3253;1.0283957608455991;0.7045008526290221;0.7775460992415838;0
620;194;228;3521;1.001423782189365;0.7862746851409628;0.7762056767544921;0
621;166;161;3826;0.9878485905623284;0.7885303973628445;0.7751595931650345;0
622;121;141;3761;0.9679033467311128;0.7941287579823305;0.7746036317518799;0
623;151;151;3445;1.0063373033901857;0.804595039382497;0.7739256932658647;0
624;131;133;3739;1.0343266155132729;0.8091351484570518;0.7737210009570843;0
625;144;152;3382;1.0428919645230572;0.8176402997682752;0.7734282718312363;0
626;146;157;3481;1.0601912852649784;0.8256653654490509;0.7733955980206331;0
627;138;144;4118;1.094106712484425;0.836260357397309;0.7734664969045253;0
628;145;145;3445;1.102457617310724;0.8446836243479963;0.7727468609125865;0
629;135;148;3159;1.0969319397470771;0.8448109779251106;0.771227150935451;0
630;154;157;3474;1.098132374557588;0.8464836056449249;0.7696749268691727;0
631;146;143;4797;1.1005819657451017;0.8533214661613642;0.7688708167511649;0
632;135;141;3589;1.0936382304315098;0.8596684646612563;0.7677231192892849;0
633;166;166;4241;1.0757308555913014;0.8582536112758138;0.7669154308010334;0
634;144;151;4127;1.0748152694245496;0.8604459633038964;0.765658427456894;0
635;142;137;4033;1.0882957034856435;0.8659110177807884;0.7644605519611635;0
636;179;189;4584;1.0477177652495526;0.8561506921081676;0.7632291130613946;0
637;185;186;4176;1.0016829891112895;0.8450635045334399;0.761871421031908;0
638;171;170;3513;0.9984385630374653;0.8402815076552168;0.7603330374313743;0
639;142;140;3234;0.9967891202225904;0.839798153720371;0.7589924398212039;0
640;140;158;1501;1.0103597063563017;0.839800715246043;0.7587517809496372;0
641;181;185;1650;0.966592721937588;0.8282557801891485;0.7582934588223491;0
642;152;160;1793;0.9743483271019536;0.8249985175298059;0.7587850451535001;0
